encuesta_id,fecha,zona_id,region,tipo_zona,puntuacion_general_1a5,nps_0a10,texto_libre,indice_calidad_global,incidencia_masiva,stress_calidad,flag_incongruente,sent_text_latente
E77700333,2023-07-01,Z20,Oeste,suburbana,2,3,"Últimamente se corta en llamadas. se nota congestión. me cobraron de más. Por favor, revisen la cobertura en mi zona.",34.56,0,0.5063,0,-0.842
E77700493,2023-07-01,Z20,Oeste,suburbana,8,5,En mi experiencia la cobertura es mala. la velocidad es muy baja. Gracias por la atención.,34.56,0,0.5063,1,-0.747
E77700465,2023-07-01,Z21,Centro,rural,3,0,Últimamente la señal va y viene. los datos van lentísimos. Lo peor es que tiene altibajos.,21.85,0,0.6879,0,-0.982
E77700728,2023-07-01,Z21,Centro,rural,1,2,"Este mes se corta en llamadas. los datos van lentísimos. Si no mejora, me planteo cambiarme.",21.85,0,0.6879,0,-0.56
E77700385,2023-07-01,Z26,Oeste,urbana_premium,3,0,"En las últimas semanas la señal va y viene. se nota congestión. Por favor, revisen la cobertura en mi zona.",44.15,0,0.3693,0,-0.569
E77700552,2023-07-01,Z26,Oeste,urbana_premium,5,0,En mi zona la señal va y viene. no carga nada. Además no es perfecto pero cumple.,44.15,0,0.3693,1,-0.424
E77700761,2023-07-01,Z26,Oeste,urbana_premium,3,1,Este mes se corta en llamadas. hay mucha latencia. Espero que lo solucionen pronto.,44.15,0,0.3693,0,-0.512
E77700084,2023-07-01,Z27,Norte,suburbana,4,3,En mi experiencia la cobertura es mala. el 5G ni se nota. Espero que lo solucionen pronto.,35.71,0,0.4899,0,-0.82
E77700575,2023-07-01,Z27,Norte,suburbana,4,0,"Desde hace meses se queda sin servicio. los datos van lentísimos. Si no mejora, me planteo cambiarme.",35.71,0,0.4899,1,-0.943
E77700586,2023-07-01,Z27,Norte,suburbana,3,4,En mi experiencia depende del día. tardaron muchísimo. Lo mejor es que depende del día.,35.71,0,0.4899,0,-0.186
E77700591,2023-07-01,Z27,Norte,suburbana,3,0,En mi zona la cobertura es mala. los datos van lentísimos. No es lo que esperaba.,35.71,0,0.4899,0,-0.647
E77700849,2023-07-01,Z27,Norte,suburbana,4,3,En mi experiencia la señal va y viene. la velocidad es muy baja. No es lo que esperaba.,35.71,0,0.4899,1,-0.426
E77700503,2023-07-01,Z28,Sur,urbana_premium,3,4,"En mi experiencia no tengo cobertura dentro de casa. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",42.83,0,0.3881,0,-0.536
E77700726,2023-07-01,Z29,Oeste,urbana_premium,2,0,"En mi experiencia la señal va y viene. hay mucha latencia. me atendieron bien pero no lo resolvieron. Por favor, revisen la cobertura en mi zona.",42.8,0,0.3886,0,-1.0
E77700828,2023-07-01,Z30,Centro,suburbana,3,0,Desde hace meses no tengo cobertura dentro de casa. hay mucha latencia. tardaron muchísimo.,32.48,0,0.536,0,-0.761
E77700298,2023-08-01,Z01,Centro,rural,3,0,"Este mes se queda sin servicio. la velocidad es muy baja. Por favor, revisen la cobertura en mi zona.",20.08,0,0.7131,0,-0.716
E77700702,2023-08-01,Z01,Centro,rural,3,0,En mi zona la señal va y viene. hay mucha latencia. me marean con respuestas. No es lo que esperaba.,20.08,0,0.7131,0,-0.807
E77700384,2023-08-01,Z03,Sur,rural,4,1,"Este mes se corta en llamadas. el 5G ni se nota. Si no mejora, me planteo cambiarme.",18.59,0,0.7344,1,-1.0
E77700769,2023-08-01,Z03,Sur,rural,1,1,En mi experiencia no tengo cobertura dentro de casa. me parece caro para lo que ofrecen.,18.59,0,0.7344,1,-0.134
E77700293,2023-08-01,Z05,Este,urbana_premium,3,0,En mi experiencia no tengo cobertura dentro de casa. la velocidad es muy baja. No es lo que esperaba.,44.34,0,0.3666,0,-0.7
E77700937,2023-08-01,Z07,Centro,rural,5,2,En mi experiencia se queda sin servicio. la velocidad es muy baja. Gracias por la atención.,21.12,0,0.6983,1,-0.981
E77700506,2023-08-01,Z08,Sur,rural,10,0,Últimamente se corta en llamadas. se nota congestión. Espero que lo solucionen pronto.,19.79,0,0.7173,1,-0.833
E77700164,2023-08-01,Z09,Norte,urbana_premium,3,0,En las últimas semanas hay cortes constantes. la velocidad es muy baja. me cobraron de más. Gracias por la atención.,40.18,0,0.426,0,-1.0
E77700787,2023-08-01,Z09,Norte,urbana_premium,3,2,En mi experiencia se queda sin servicio. hay mucha latencia. Espero que lo solucionen pronto.,40.18,0,0.426,0,-0.69
E77700858,2023-08-01,Z09,Norte,urbana_premium,3,1,"Últimamente la cobertura es mala. hay mucha latencia. Lo peor es que normal, sin más.",40.18,0,0.426,0,-0.688
E77700394,2023-08-01,Z11,Oeste,suburbana,4,4,"En mi experiencia la cobertura es mala. la velocidad es muy baja. la factura sube sin explicación. Por favor, revisen la cobertura en mi zona.",36.2,0,0.4829,1,-0.865
E77700141,2023-08-01,Z16,Este,urbana_premium,2,3,"En mi experiencia se corta en llamadas. los datos van lentísimos. Por favor, revisen la cobertura en mi zona.",42.26,0,0.3963,0,-0.411
E77700538,2023-08-01,Z17,Sur,suburbana,2,1,En mi zona se queda sin servicio. el 5G ni se nota. no me dieron solución. Gracias por la atención.,32.03,0,0.5424,0,-0.626
E77700077,2023-08-01,Z18,Sur,urbana_premium,5,0,En general hay cortes constantes. se nota congestión. Por otro lado podría ser mejor.,45.41,0,0.3513,1,-0.788
E77700227,2023-08-01,Z18,Sur,urbana_premium,3,0,Este mes hay cortes constantes. se nota congestión. la factura sube sin explicación. Gracias por la atención.,45.41,0,0.3513,0,-0.73
E77700866,2023-08-01,Z18,Sur,urbana_premium,4,2,"Este mes se queda sin servicio. se nota congestión. Por favor, revisen la cobertura en mi zona.",45.41,0,0.3513,1,-0.727
E77700567,2023-08-01,Z20,Oeste,suburbana,4,0,En mi experiencia se queda sin servicio. se nota congestión. me parece caro para lo que ofrecen.,33.06,0,0.5277,0,-0.49
E77700820,2023-08-01,Z25,Oeste,rural,2,2,"En general hay cortes constantes. el 5G ni se nota. Sinceramente normal, sin más.",20.13,0,0.7124,0,-0.528
E77700375,2023-08-01,Z26,Oeste,urbana_premium,5,0,En las últimas semanas se corta en llamadas. la velocidad es muy baja. no me dieron solución. Gracias por la atención.,42.45,0,0.3936,1,-0.632
E77700895,2023-08-01,Z26,Oeste,urbana_premium,5,0,En general la señal va y viene. la velocidad es muy baja. el descuento no se aplicó. Gracias por la atención.,42.45,0,0.3936,1,-0.569
E77700119,2023-08-01,Z28,Sur,urbana_premium,2,3,En general no tengo cobertura dentro de casa. se nota congestión. no entiendo los cargos. Gracias por la atención.,42.01,0,0.3999,0,-0.467
E77700964,2023-08-01,Z28,Sur,urbana_premium,2,5,En mi experiencia la señal va y viene. no carga nada. el descuento no se aplicó. Gracias por la atención.,42.01,0,0.3999,0,-0.363
E77700986,2023-08-01,Z28,Sur,urbana_premium,3,3,Últimamente se queda sin servicio. la velocidad es muy baja. Espero que lo solucionen pronto.,42.01,0,0.3999,0,-0.692
E77700845,2023-08-01,Z29,Oeste,urbana_premium,4,4,"Últimamente se corta en llamadas. no carga nada. me atendieron bien pero no lo resolvieron. Por favor, revisen la cobertura en mi zona.",45.25,0,0.3536,0,-0.457
E77700275,2023-08-01,Z30,Centro,suburbana,1,6,"Últimamente hay mucha latencia. me marean con respuestas. Si no mejora, me planteo cambiarme.",32.82,0,0.5311,0,-0.314
E77700228,2023-09-01,Z01,Centro,rural,2,0,"Desde hace meses la cobertura es mala. no carga nada. la factura sube sin explicación. Si no mejora, me planteo cambiarme.",17.84,0,0.7451,0,-1.0
E77700022,2023-09-01,Z02,Oeste,suburbana,4,0,En las últimas semanas no tengo cobertura dentro de casa. los datos van lentísimos.,33.12,0,0.5269,1,-0.986
E77700107,2023-09-01,Z04,Centro,suburbana,4,0,Desde hace meses se corta en llamadas. la velocidad es muy baja. Espero que lo solucionen pronto.,31.56,0,0.5491,1,-0.702
E77700916,2023-09-01,Z04,Centro,suburbana,2,0,En las últimas semanas se queda sin servicio. los datos van lentísimos. Espero que lo solucionen pronto.,31.56,0,0.5491,0,-0.781
E77700269,2023-09-01,Z05,Este,urbana_premium,5,6,"Desde hace meses tiene altibajos. no es perfecto pero cumple. Lo mejor es que normal, sin más.",42.62,0,0.3911,1,-0.032
E77700287,2023-09-01,Z05,Este,urbana_premium,3,5,Desde hace meses no tengo cobertura dentro de casa. tardaron muchísimo. Espero que lo solucionen pronto.,42.62,0,0.3911,0,-0.169
E77700297,2023-09-01,Z05,Este,urbana_premium,4,3,Últimamente no tengo cobertura dentro de casa. no carga nada. no entiendo los cargos.,42.62,0,0.3911,0,-0.514
E77700953,2023-09-01,Z05,Este,urbana_premium,4,2,Últimamente se queda sin servicio. se nota congestión. Lo mejor es que podría ser mejor.,42.62,0,0.3911,1,-0.415
E77700488,2023-09-01,Z06,Sur,rural,2,2,"En mi experiencia la cobertura es mala. el 5G ni se nota. Por favor, revisen la cobertura en mi zona.",19.91,0,0.7156,0,-1.0
E77700201,2023-09-01,Z08,Sur,rural,2,1,"En las últimas semanas no tengo cobertura dentro de casa. la velocidad es muy baja. tardaron muchísimo. Por favor, revisen la cobertura en mi zona.",18.91,0,0.7299,0,-0.688
E77700646,2023-09-01,Z09,Norte,urbana_premium,2,2,"En las últimas semanas podría ser mejor. no me dieron solución. Sinceramente normal, sin más.",42.42,0,0.394,0,-0.044
E77700123,2023-09-01,Z11,Oeste,suburbana,3,0,Este mes la cobertura es mala. no carga nada. Gracias por la atención.,33.85,0,0.5164,0,-0.669
E77700500,2023-09-01,Z11,Oeste,suburbana,3,4,Este mes la señal va y viene. los datos van lentísimos. me cobraron de más.,33.85,0,0.5164,0,-0.728
E77700578,2023-09-01,Z11,Oeste,suburbana,3,1,Este mes podría ser mejor. la factura sube sin explicación. Espero que lo solucionen pronto.,33.85,0,0.5164,0,-0.167
E77700854,2023-09-01,Z11,Oeste,suburbana,3,0,En mi experiencia hay cortes constantes. la velocidad es muy baja. Gracias por la atención.,33.85,0,0.5164,0,-0.851
E77700544,2023-09-01,Z15,Oeste,suburbana,4,7,En general no es perfecto pero cumple. me parece caro para lo que ofrecen.,35.55,0,0.4921,0,-0.307
E77700900,2023-09-01,Z16,Este,urbana_premium,3,1,"En general se corta en llamadas. el 5G ni se nota. me atendieron bien pero no lo resolvieron. Si no mejora, me planteo cambiarme.",42.0,0,0.4,0,-0.704
E77700410,2023-09-01,Z19,Este,rural,2,0,En mi experiencia no he tenido problemas. tiene altibajos. Lo peor es que no es perfecto pero cumple.,20.9,0,0.7014,1,0.352
E77700344,2023-09-01,Z20,Oeste,suburbana,4,0,En las últimas semanas la señal va y viene. se nota congestión. no entiendo los cargos. No es lo que esperaba.,34.17,0,0.5119,1,-0.629
E77700804,2023-09-01,Z20,Oeste,suburbana,3,3,Este mes la cobertura es mala. el 5G ni se nota. no entiendo los cargos. No es lo que esperaba.,34.17,0,0.5119,0,-0.897
E77700613,2023-09-01,Z21,Centro,rural,2,1,En mi experiencia la cobertura es mala. se nota congestión. Gracias por la atención.,15.32,0,0.7811,0,-1.0
E77700047,2023-09-01,Z22,Este,suburbana,3,1,Este mes se corta en llamadas. me cobraron de más. Lo mejor es que depende del día.,33.67,0,0.519,0,-0.162
E77700280,2023-09-01,Z22,Este,suburbana,3,0,"Este mes no tengo cobertura dentro de casa. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",33.67,0,0.519,0,-1.0
E77700112,2023-09-01,Z24,Centro,rural,4,2,"En mi experiencia no carga nada. me parece caro para lo que ofrecen. Por favor, revisen la cobertura en mi zona.",19.41,0,0.7227,1,-0.336
E77700515,2023-09-01,Z24,Centro,rural,1,0,"Últimamente la señal va y viene. los datos van lentísimos. Si no mejora, me planteo cambiarme.",19.41,0,0.7227,0,-1.0
E77700717,2023-09-01,Z24,Centro,rural,2,0,"En mi zona se corta en llamadas. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",19.41,0,0.7227,0,-0.928
E77700735,2023-09-01,Z26,Oeste,urbana_premium,5,0,En mi experiencia se queda sin servicio. el 5G ni se nota. Gracias por la atención.,41.54,0,0.4066,1,-0.773
E77700670,2023-09-01,Z28,Sur,urbana_premium,3,1,En mi zona no tengo cobertura dentro de casa. la factura sube sin explicación.,43.68,0,0.376,0,0.025
E77700733,2023-09-01,Z28,Sur,urbana_premium,3,3,En general no tengo cobertura dentro de casa. se nota congestión. No es lo que esperaba.,43.68,0,0.376,0,-0.904
E77700285,2023-09-01,Z29,Oeste,urbana_premium,4,3,En mi experiencia la cobertura es mala. se nota congestión. me cobraron de más. No es lo que esperaba.,42.59,0,0.3916,1,-0.799
E77700387,2023-09-01,Z29,Oeste,urbana_premium,4,5,En mi zona la velocidad es muy baja. el descuento no se aplicó.,42.59,0,0.3916,0,-0.249
E77700918,2023-09-01,Z29,Oeste,urbana_premium,3,0,Últimamente la señal va y viene. los datos van lentísimos. me atendieron bien pero no lo resolvieron. Espero que lo solucionen pronto.,42.59,0,0.3916,0,-0.973
E77700669,2023-09-01,Z30,Centro,suburbana,4,2,Este mes se queda sin servicio. se nota congestión. No es lo que esperaba.,34.29,0,0.5101,0,-0.727
E77700143,2023-10-01,Z02,Oeste,suburbana,2,0,"En las últimas semanas no tengo cobertura dentro de casa. hay mucha latencia. no entiendo los cargos. Si no mejora, me planteo cambiarme.",33.31,0,0.5241,0,-0.798
E77700524,2023-10-01,Z04,Centro,suburbana,3,4,"Desde hace meses depende del día. me parece caro para lo que ofrecen. Si no mejora, me planteo cambiarme.",33.38,0,0.5231,0,-0.227
E77700354,2023-10-01,Z05,Este,urbana_premium,2,0,En general la velocidad es muy baja. me marean con respuestas. Lo peor es que podría ser mejor.,45.25,0,0.3536,0,-0.323
E77700510,2023-10-01,Z05,Este,urbana_premium,3,2,En las últimas semanas el 5G ni se nota. el descuento no se aplicó.,45.25,0,0.3536,0,-0.16
E77700939,2023-10-01,Z05,Este,urbana_premium,4,3,"Últimamente podría ser mejor. me parece caro para lo que ofrecen. Lo mejor es que normal, sin más.",45.25,0,0.3536,0,0.067
E77700817,2023-10-01,Z08,Sur,rural,3,0,Últimamente se queda sin servicio. se nota congestión. el descuento no se aplicó. No es lo que esperaba.,19.04,0,0.728,0,-1.0
E77700210,2023-10-01,Z09,Norte,urbana_premium,2,0,En mi zona se corta en llamadas. no carga nada. Gracias por la atención.,42.88,0,0.3874,0,-0.629
E77700378,2023-10-01,Z09,Norte,urbana_premium,5,5,Últimamente la cobertura es mala. se nota congestión. Gracias por la atención.,42.88,0,0.3874,1,-0.553
E77700475,2023-10-01,Z09,Norte,urbana_premium,3,3,En general la cobertura es mala. la factura sube sin explicación. En resumen no es perfecto pero cumple.,42.88,0,0.3874,0,-0.301
E77700339,2023-10-01,Z11,Oeste,suburbana,5,2,Desde hace meses la señal va y viene. la velocidad es muy baja. la factura sube sin explicación. Gracias por la atención.,34.44,0,0.508,1,-0.657
E77700623,2023-10-01,Z11,Oeste,suburbana,5,2,En las últimas semanas se queda sin servicio. el 5G ni se nota. Espero que lo solucionen pronto.,34.44,0,0.508,1,-0.425
E77700611,2023-10-01,Z12,Norte,rural,2,0,En las últimas semanas no tengo cobertura dentro de casa. hay mucha latencia. Gracias por la atención.,20.04,0,0.7137,0,-0.75
E77700962,2023-10-01,Z12,Norte,rural,4,0,"En general se corta en llamadas. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",20.04,0,0.7137,0,-1.0
E77700560,2023-10-01,Z13,Este,suburbana,3,6,"En mi experiencia se queda sin servicio. la velocidad es muy baja. Por favor, revisen la cobertura en mi zona.",33.59,0,0.5201,0,-0.419
E77700807,2023-10-01,Z14,Norte,rural,2,1,En las últimas semanas se corta en llamadas. el 5G ni se nota. Gracias por la atención.,18.44,0,0.7366,0,-0.637
E77700599,2023-10-01,Z15,Oeste,suburbana,3,0,"En general tiene altibajos. el descuento no se aplicó. Sinceramente normal, sin más.",32.95,0,0.5293,0,-0.147
E77700759,2023-10-01,Z16,Este,urbana_premium,4,1,Desde hace meses la cobertura es mala. no carga nada. me cobraron de más. No es lo que esperaba.,41.62,0,0.4054,0,-0.598
E77700898,2023-10-01,Z16,Este,urbana_premium,3,4,Este mes la cobertura es mala. los datos van lentísimos. Gracias por la atención.,41.62,0,0.4054,0,-0.43
E77700078,2023-10-01,Z17,Sur,suburbana,1,6,"En mi experiencia la señal va y viene. normal, sin más. Lo peor es que podría ser mejor.",38.07,0,0.4561,1,0.038
E77700276,2023-10-01,Z17,Sur,suburbana,4,1,"Últimamente la señal va y viene. no carga nada. Por favor, revisen la cobertura en mi zona.",38.07,0,0.4561,1,-0.754
E77700076,2023-10-01,Z18,Sur,urbana_premium,4,4,Este mes hay cortes constantes. depende del día. Además no es perfecto pero cumple.,42.03,0,0.3996,0,-0.135
E77700590,2023-10-01,Z22,Este,suburbana,2,0,En mi zona hay cortes constantes. la velocidad es muy baja. me atendieron bien pero no lo resolvieron. No es lo que esperaba.,34.27,0,0.5104,0,-0.489
E77700816,2023-10-01,Z22,Este,suburbana,2,3,En las últimas semanas no tengo cobertura dentro de casa. los datos van lentísimos. me parece caro para lo que ofrecen. No es lo que esperaba.,34.27,0,0.5104,0,-0.806
E77700745,2023-10-01,Z23,Norte,rural,3,0,Desde hace meses se queda sin servicio. hay mucha latencia. Espero que lo solucionen pronto.,20.78,0,0.7031,0,-0.642
E77700414,2023-10-01,Z26,Oeste,urbana_premium,2,2,Desde hace meses no tengo cobertura dentro de casa. se nota congestión. tardaron muchísimo. Gracias por la atención.,44.06,0,0.3706,0,-0.693
E77700685,2023-10-01,Z26,Oeste,urbana_premium,2,5,Últimamente hay cortes constantes. hay mucha latencia. no me dieron solución. No es lo que esperaba.,44.06,0,0.3706,0,-0.813
E77700832,2023-10-01,Z26,Oeste,urbana_premium,4,4,"En mi zona la señal va y viene. los datos van lentísimos. Si no mejora, me planteo cambiarme.",44.06,0,0.3706,1,-0.664
E77700936,2023-10-01,Z26,Oeste,urbana_premium,3,3,"En mi zona no he tenido problemas. Lo peor es que normal, sin más.",44.06,0,0.3706,0,0.171
E77700977,2023-10-01,Z26,Oeste,urbana_premium,4,1,"En mi experiencia la señal va y viene. la velocidad es muy baja. Por favor, revisen la cobertura en mi zona.",44.06,0,0.3706,1,-0.694
E77700476,2023-10-01,Z27,Norte,suburbana,3,6,"Últimamente se corta en llamadas. normal, sin más. La verdad no es perfecto pero cumple.",35.11,0,0.4984,0,-0.236
E77700036,2023-10-01,Z28,Sur,urbana_premium,5,1,En las últimas semanas no tengo cobertura dentro de casa. la velocidad es muy baja. Espero que lo solucionen pronto.,44.17,0,0.369,1,-0.711
E77700060,2023-10-01,Z28,Sur,urbana_premium,3,2,En mi zona la señal va y viene. los datos van lentísimos. me parece caro para lo que ofrecen.,44.17,0,0.369,0,-0.736
E77700359,2023-10-01,Z28,Sur,urbana_premium,2,6,Desde hace meses se queda sin servicio. tardaron muchísimo. Además depende del día.,44.17,0,0.369,1,0.056
E77700180,2023-10-01,Z29,Oeste,urbana_premium,5,4,"Este mes no es perfecto pero cumple. tardaron muchísimo. Lo mejor es que normal, sin más.",45.53,0,0.3496,1,-0.149
E77700382,2023-10-01,Z29,Oeste,urbana_premium,3,2,"En general no tengo cobertura dentro de casa. hay mucha latencia. me parece caro para lo que ofrecen. Por favor, revisen la cobertura en mi zona.",45.53,0,0.3496,0,-0.83
E77700477,2023-10-01,Z29,Oeste,urbana_premium,3,4,En mi zona no tengo cobertura dentro de casa. la velocidad es muy baja. no me dieron solución. Gracias por la atención.,45.53,0,0.3496,0,-0.917
E77700448,2023-11-01,Z02,Oeste,suburbana,2,1,Este mes se queda sin servicio. la velocidad es muy baja. Gracias por la atención.,34.8,0,0.5029,0,-1.0
E77700604,2023-11-01,Z02,Oeste,suburbana,5,3,Este mes hay cortes constantes. el 5G ni se nota. No es lo que esperaba.,34.8,0,0.5029,1,-0.429
E77700766,2023-11-01,Z02,Oeste,suburbana,3,0,En mi experiencia hay cortes constantes. hay mucha latencia. la atención al cliente no ayuda. No es lo que esperaba.,34.8,0,0.5029,0,-0.578
E77700754,2023-11-01,Z04,Centro,suburbana,3,3,"Desde hace meses no carga nada. depende del día. En resumen normal, sin más.",34.69,0,0.5044,0,0.089
E77700231,2023-11-01,Z05,Este,urbana_premium,1,1,En mi experiencia no es perfecto pero cumple. me marean con respuestas.,45.65,0,0.3479,1,-0.076
E77700790,2023-11-01,Z05,Este,urbana_premium,10,2,En mi zona se corta en llamadas. se nota congestión. No es lo que esperaba.,45.65,0,0.3479,1,-0.851
E77700906,2023-11-01,Z05,Este,urbana_premium,8,3,En general la cobertura es mala. hay mucha latencia. Espero que lo solucionen pronto.,45.65,0,0.3479,1,-0.504
E77700642,2023-11-01,Z06,Sur,rural,2,0,"En mi zona hay cortes constantes. los datos van lentísimos. Por favor, revisen la cobertura en mi zona.",20.2,0,0.7114,0,-0.997
E77700037,2023-11-01,Z09,Norte,urbana_premium,4,6,En general se corta en llamadas. me atendieron bien pero no lo resolvieron. Espero que lo solucionen pronto.,46.11,0,0.3413,0,0.008
E77700306,2023-11-01,Z09,Norte,urbana_premium,3,3,"En general no tengo cobertura dentro de casa. hay mucha latencia. Si no mejora, me planteo cambiarme.",46.11,0,0.3413,0,-0.888
E77700912,2023-11-01,Z09,Norte,urbana_premium,1,6,En mi zona en general estoy satisfecho. Sinceramente depende del día. Lo peor es que tiene altibajos.,46.11,0,0.3413,1,0.219
E77700973,2023-11-01,Z09,Norte,urbana_premium,4,3,Últimamente podría ser mejor. no es perfecto pero cumple. La verdad tiene altibajos.,46.11,0,0.3413,1,-0.339
E77700249,2023-11-01,Z11,Oeste,suburbana,3,0,En mi zona se corta en llamadas. hay mucha latencia. la factura sube sin explicación. Espero que lo solucionen pronto.,36.73,0,0.4753,0,-0.625
E77700768,01/11/2023,Z11,Oeste,suburbana,2,4,En las últimas semanas no tengo cobertura dentro de casa. se nota congestión. tardaron muchísimo. No es lo que esperaba.,36.73,0,0.4753,0,-0.686
E77700537,2023-11-01,Z13,Este,suburbana,3,1,En mi zona la cobertura es mala. el 5G ni se nota. me marean con respuestas. Espero que lo solucionen pronto.,35.05,0,0.4993,0,-0.925
E77700173,2023-11-01,Z16,Este,urbana_premium,3,2,"En las últimas semanas hay mucha latencia. no me dieron solución. Lo mejor es que normal, sin más.",46.33,0,0.3381,0,-0.274
E77700658,2023-11-01,Z16,Este,urbana_premium,4,3,Desde hace meses no tengo cobertura dentro de casa. hay mucha latencia. No es lo que esperaba.,46.33,0,0.3381,0,-0.616
E77700983,2023-11-01,Z16,Este,urbana_premium,3,0,En las últimas semanas el 5G ni se nota. no me dieron solución. Gracias por la atención.,46.33,0,0.3381,0,-0.309
E77700308,2023-11-01,Z17,Sur,suburbana,3,0,En mi experiencia se corta en llamadas. la velocidad es muy baja. me parece caro para lo que ofrecen. No es lo que esperaba.,36.75,0,0.475,0,-0.889
E77700884,2023-11-01,Z17,Sur,suburbana,1,3,En mi experiencia no carga nada. podría ser mejor. Por otro lado tiene altibajos.,36.75,0,0.475,1,-0.087
E77700368,2023-11-01,Z18,Sur,urbana_premium,3,2,"Últimamente no tengo cobertura dentro de casa. hay mucha latencia. me parece caro para lo que ofrecen. Si no mejora, me planteo cambiarme.",45.07,0,0.3561,0,-0.359
E77700565,2023-11-01,Z18,Sur,urbana_premium,5,7,En las últimas semanas la velocidad es muy baja. la factura sube sin explicación. Espero que lo solucionen pronto.,45.07,0,0.3561,1,-0.277
E77700917,2023-11-01,Z19,Este,rural,2,3,"Desde hace meses se queda sin servicio. el 5G ni se nota. Por favor, revisen la cobertura en mi zona.",22.28,0,0.6817,0,-0.792
E77700415,2023-11-01,Z20,Oeste,suburbana,2,2,En mi zona la señal va y viene. hay mucha latencia. tardaron muchísimo.,33.74,0,0.518,0,-1.0
E77700868,2023-11-01,Z20,Oeste,suburbana,3,4,Desde hace meses no tengo cobertura dentro de casa. el 5G ni se nota. la factura sube sin explicación. Gracias por la atención.,33.74,0,0.518,0,-0.419
E77700464,2023-11-01,Z21,Centro,rural,3,0,"Desde hace meses hay cortes constantes. el 5G ni se nota. me atendieron bien pero no lo resolvieron. Si no mejora, me planteo cambiarme.",19.8,0,0.7171,0,-0.391
E77700540,2023-11-01,Z26,Oeste,urbana_premium,3,2,En general no he tenido problemas. La verdad no es perfecto pero cumple.,46.09,0,0.3416,0,0.228
E77700471,2023-11-01,Z27,Norte,suburbana,3,3,En general hay cortes constantes. no carga nada. me atendieron bien pero no lo resolvieron. Gracias por la atención.,37.42,0,0.4654,0,-0.444
E77700265,2023-11-01,Z30,Centro,suburbana,5,0,Desde hace meses se corta en llamadas. los datos van lentísimos. No es lo que esperaba.,32.07,0,0.5419,1,-0.788
E77700573,2023-11-01,Z30,Centro,suburbana,2,4,En mi experiencia no tengo cobertura dentro de casa. hay mucha latencia. Espero que lo solucionen pronto.,32.07,0,0.5419,0,-0.771
E77700392,2023-12-01,Z02,Oeste,suburbana,3,2,Desde hace meses la señal va y viene. se nota congestión. tardaron muchísimo. Espero que lo solucionen pronto.,35.6,0,0.4914,0,-0.54
E77700412,2023-12-01,Z02,Oeste,suburbana,2,4,"En general se corta en llamadas. no carga nada. Por favor, revisen la cobertura en mi zona.",35.6,0,0.4914,0,-0.93
E77700741,2023-12-01,Z02,Oeste,suburbana,5,0,En mi experiencia se corta en llamadas. hay mucha latencia. Lo mejor es que tiene altibajos.,35.6,0,0.4914,1,-1.0
E77700742,2023-12-01,Z02,Oeste,suburbana,4,3,"Desde hace meses los datos van lentísimos. me marean con respuestas. Si no mejora, me planteo cambiarme.",35.6,0,0.4914,0,-0.007
E77700639,2023-12-01,Z04,Centro,suburbana,1,2,Últimamente hay cortes constantes. no entiendo los cargos. Sinceramente depende del día.,35.45,0,0.4936,1,0.02
E77700149,2023-12-01,Z05,Este,urbana_premium,2,2,"Desde hace meses no tengo cobertura dentro de casa. no carga nada. Si no mejora, me planteo cambiarme.",46.94,0,0.3294,0,-0.57
E77700644,2023-12-01,Z05,Este,urbana_premium,3,4,Este mes no tengo cobertura dentro de casa. hay mucha latencia. la factura sube sin explicación. No es lo que esperaba.,46.94,0,0.3294,0,-0.554
E77700509,2023-12-01,Z09,Norte,urbana_premium,4,4,En las últimas semanas hay cortes constantes. los datos van lentísimos. Gracias por la atención.,47.13,0,0.3267,0,-0.453
E77700714,2023-12-01,Z09,Norte,urbana_premium,3,0,"En mi experiencia no tengo cobertura dentro de casa. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",47.13,0,0.3267,0,-0.728
E77700162,2023-12-01,Z10,Este,suburbana,4,5,Este mes se queda sin servicio. hay mucha latencia. Gracias por la atención.,36.16,0,0.4834,1,-0.575
E77700049,2023-12-01,Z11,Oeste,suburbana,4,5,En general tiene altibajos. no es perfecto pero cumple. Sinceramente no es perfecto pero cumple.,39.53,0,0.4353,0,-0.08
E77700789,2023-12-01,Z11,Oeste,suburbana,4,0,Últimamente hay cortes constantes. la velocidad es muy baja. En resumen podría ser mejor.,39.53,0,0.4353,1,-0.693
E77700147,2023-12-01,Z13,Este,suburbana,4,3,Este mes no tengo cobertura dentro de casa. los datos van lentísimos. el descuento no se aplicó. Gracias por la atención.,34.79,0,0.503,1,-0.516
E77700417,2023-12-01,Z13,Este,suburbana,2,0,"Este mes normal, sin más. la atención al cliente no ayuda. Sinceramente no es perfecto pero cumple.",34.79,0,0.503,0,-0.141
E77700451,2023-12-01,Z13,Este,suburbana,6,0,En las últimas semanas se corta en llamadas. se nota congestión. la factura sube sin explicación. No es lo que esperaba.,34.79,0,0.503,0,-1.0
E77700660,2023-12-01,Z13,Este,suburbana,3,5,Desde hace meses podría ser mejor. me marean con respuestas. Sinceramente podría ser mejor.,34.79,0,0.503,0,-0.06
